STATE/UT,Year,Rape,Kidnapping_Abduction,Dowry_Deaths,Domestic_Cruelty,Importation_of_Girls
UTTAR PRADESH,2003,31,40,28,15,0
UTTAR PRADESH,2003,12,14,10,23,0
UTTAR PRADESH,2003,5,8,7,17,0
UTTAR PRADESH,2003,2,3,8,8,0
UTTAR PRADESH,2003,3,4,3,6,0
UTTAR PRADESH,2003,10,6,13,10,0
UTTAR PRADESH,2003,12,19,16,27,0
UTTAR PRADESH,2003,32,47,37,84,0
UTTAR PRADESH,2003,5,11,14,15,0
UTTAR PRADESH,2003,20,23,24,50,0
UTTAR PRADESH,2003,13,30,25,105,0
UTTAR PRADESH,2003,3,2,11,3,0
UTTAR PRADESH,2003,10,0,6,7,0
UTTAR PRADESH,2003,3,12,21,14,0
UTTAR PRADESH,2003,18,23,38,37,0
UTTAR PRADESH,2003,2,9,16,18,0
UTTAR PRADESH,2003,10,11,4,2,0
UTTAR PRADESH,2003,7,9,18,19,0
UTTAR PRADESH,2003,3,14,24,15,0
UTTAR PRADESH,2003,12,32,30,51,0
UTTAR PRADESH,2003,3,1,0,0,0
UTTAR PRADESH,2003,10,19,14,23,0
UTTAR PRADESH,2003,15,49,17,97,0
UTTAR PRADESH,2003,2,8,11,24,0
UTTAR PRADESH,2003,5,8,16,4,0
UTTAR PRADESH,2003,13,32,18,36,0
UTTAR PRADESH,2003,10,4,12,2,0
UTTAR PRADESH,2003,24,31,18,37,0
UTTAR PRADESH,2003,21,23,10,74,0
UTTAR PRADESH,2003,6,14,13,24,0
UTTAR PRADESH,2003,6,8,22,15,0
UTTAR PRADESH,2003,4,13,22,29,0
UTTAR PRADESH,2003,4,8,8,5,0
UTTAR PRADESH,2003,4,22,16,29,0
UTTAR PRADESH,2003,6,20,22,19,0
UTTAR PRADESH,2003,24,57,43,94,0
UTTAR PRADESH,2003,17,4,16,5,0
UTTAR PRADESH,2003,28,40,35,60,0
UTTAR PRADESH,2003,5,9,12,14,0
UTTAR PRADESH,2003,5,4,5,3,0
UTTAR PRADESH,2003,38,98,29,216,0
UTTAR PRADESH,2003,4,10,4,2,0
UTTAR PRADESH,2003,2,5,9,3,0
UTTAR PRADESH,2003,7,19,31,13,0
UTTAR PRADESH,2003,16,26,18,65,0
UTTAR PRADESH,2003,5,10,9,10,0
UTTAR PRADESH,2003,40,55,31,199,0
UTTAR PRADESH,2003,6,6,12,8,0
UTTAR PRADESH,2003,43,43,24,112,0
UTTAR PRADESH,2003,32,36,29,73,0
UTTAR PRADESH,2003,21,20,13,0,0
UTTAR PRADESH,2003,9,19,24,38,0
UTTAR PRADESH,2003,20,25,16,38,0
UTTAR PRADESH,2003,13,21,12,5,0
UTTAR PRADESH,2003,17,50,10,77,0
UTTAR PRADESH,2003,0,4,10,10,0
UTTAR PRADESH,2003,17,60,28,11,0
UTTAR PRADESH,2003,3,4,4,5,0
UTTAR PRADESH,2003,2,7,8,11,0
UTTAR PRADESH,2003,47,40,50,37,0
UTTAR PRADESH,2003,5,4,11,6,0
UTTAR PRADESH,2003,2,1,5,9,0
UTTAR PRADESH,2003,18,19,19,38,0
UTTAR PRADESH,2003,23,19,42,45,0
UTTAR PRADESH,2003,7,7,21,33,0
UTTAR PRADESH,2003,911,1499,1322,2626,0
UTTARAKHAND,2003,1,1,9,5,0
UTTARAKHAND,2003,4,0,2,0,0
UTTARAKHAND,2003,4,3,3,1,0
UTTARAKHAND,2003,1,3,2,4,0
UTTARAKHAND,2003,16,28,11,85,0
UTTARAKHAND,2003,31,25,7,79,0
UTTARAKHAND,2003,9,14,12,30,0
UTTARAKHAND,2003,7,14,13,17,0
UTTARAKHAND,2003,3,0,6,1,0
UTTARAKHAND,2003,2,2,7,4,0
UTTARAKHAND,2003,6,4,6,10,0
UTTARAKHAND,2003,14,34,15,75,0
UTTARAKHAND,2003,9,6,0,6,0
UTTARAKHAND,2003,107,134,93,317,0
WEST BENGAL,2003,92,103,24,672,0
WEST BENGAL,2003,89,69,47,822,0
WEST BENGAL,2003,8,11,4,128,0
WEST BENGAL,2003,43,11,20,106,0
WEST BENGAL,2003,48,30,13,164,0
WEST BENGAL,2003,61,33,26,301,1
WEST BENGAL,2003,53,34,11,176,0
WEST BENGAL,2003,31,32,8,104,0
WEST BENGAL,2003,24,26,3,58,0
WEST BENGAL,2003,39,31,14,383,0
WEST BENGAL,2003,9,8,12,59,0
WEST BENGAL,2003,6,7,5,65,0
WEST BENGAL,2003,0,2,0,1,0
WEST BENGAL,2003,60,23,4,164,0
WEST BENGAL,2003,0,0,0,0,0
WEST BENGAL,2003,36,85,16,222,0
WEST BENGAL,2003,57,20,4,99,0
WEST BENGAL,2003,106,84,17,408,0
WEST BENGAL,2003,108,59,23,299,0
WEST BENGAL,2003,50,45,18,338,0
WEST BENGAL,2003,33,49,37,233,0
WEST BENGAL,2003,25,14,8,82,0
WEST BENGAL,2003,0,0,1,0,0
WEST BENGAL,2003,0,2,0,0,0
WEST BENGAL,2003,24,23,14,64,0
WEST BENGAL,2003,1002,801,329,4948,1
A & N ISLANDS,2003,2,2,0,7,0
A & N ISLANDS,2003,0,0,0,0,0
A & N ISLANDS,2003,2,2,0,7,0
CHANDIGARH,2003,18,28,1,93,0
CHANDIGARH,2003,18,28,1,93,0
D & N HAVELI,2003,1,4,0,2,0
D & N HAVELI,2003,1,4,0,2,0
DAMAN & DIU,2003,4,1,0,0,0
DAMAN & DIU,2003,1,0,1,0,0
DAMAN & DIU,2003,5,1,1,0,0
DELHI,2003,20,40,4,49,0
DELHI,2003,490,797,130,1211,0
DELHI,2003,37,119,15,190,0
DELHI,2003,0,5,3,0,0
DELHI,2003,0,1,0,0,0
DELHI,2003,8,16,1,13,0
DELHI,2003,34,44,4,55,0
DELHI,2003,53,133,20,128,0
DELHI,2003,128,191,27,290,0
DELHI,2003,0,0,0,0,0
DELHI,2003,83,102,24,199,0
DELHI,2003,57,73,22,119,0
DELHI,2003,70,73,10,168,0
LAKSHADWEEP,2003,2,0,0,1,0
LAKSHADWEEP,2003,2,0,0,1,0
PUDUCHERRY,2003,2,13,1,4,0
PUDUCHERRY,2003,2,13,1,4,0
ANDHRA PRADESH,2004,50,42,14,296,0
ANDHRA PRADESH,2004,20,31,11,147,0
ANDHRA PRADESH,2004,28,27,22,234,0
ANDHRA PRADESH,2004,14,31,7,120,0
ANDHRA PRADESH,2004,40,69,43,517,0
ANDHRA PRADESH,2004,31,23,13,293,0
ANDHRA PRADESH,2004,0,0,0,0,0
ANDHRA PRADESH,2004,46,60,32,397,0
ANDHRA PRADESH,2004,56,62,29,1142,2
ANDHRA PRADESH,2004,85,98,61,717,0
ANDHRA PRADESH,2004,43,46,18,400,0
ANDHRA PRADESH,2004,33,13,13,362,0
ANDHRA PRADESH,2004,29,32,6,230,0
ANDHRA PRADESH,2004,56,52,21,251,0
ANDHRA PRADESH,2004,52,32,41,229,0
ANDHRA PRADESH,2004,46,57,34,272,0
ANDHRA PRADESH,2004,107,55,11,142,0
ANDHRA PRADESH,2004,24,19,17,339,0
ANDHRA PRADESH,2004,19,37,6,146,0
ANDHRA PRADESH,2004,25,22,17,136,0
ANDHRA PRADESH,2004,0,0,2,2,0
ANDHRA PRADESH,2004,15,13,14,165,0
ANDHRA PRADESH,2004,19,43,10,678,0
ANDHRA PRADESH,2004,0,0,0,1,0
ANDHRA PRADESH,2004,18,12,3,94,0
ANDHRA PRADESH,2004,12,16,1,243,0
ANDHRA PRADESH,2004,14,7,6,155,0
ANDHRA PRADESH,2004,53,88,43,162,0
ANDHRA PRADESH,2004,81,43,17,518,0
ANDHRA PRADESH,2004,1016,1030,512,8388,2
ARUNACHAL PRADESH,2004,9,5,0,1,0
ARUNACHAL PRADESH,2004,3,0,0,0,0
ARUNACHAL PRADESH,2004,0,1,0,0,0
ARUNACHAL PRADESH,2004,0,2,0,0,0
ARUNACHAL PRADESH,2004,2,2,0,0,0
ARUNACHAL PRADESH,2004,5,5,0,0,0
ARUNACHAL PRADESH,2004,4,4,0,0,0
ARUNACHAL PRADESH,2004,11,10,0,1,0
ARUNACHAL PRADESH,2004,1,0,0,0,0
ARUNACHAL PRADESH,2004,6,6,0,0,0
ARUNACHAL PRADESH,2004,0,0,0,0,0
ARUNACHAL PRADESH,2004,0,4,0,1,0
ARUNACHAL PRADESH,2004,0,0,0,1,0
ARUNACHAL PRADESH,2004,1,2,0,0,0
ARUNACHAL PRADESH,2004,0,0,0,0,0
ARUNACHAL PRADESH,2004,42,41,0,4,0
ASSAM,2004,50,60,8,102,0
ASSAM,2004,41,46,3,23,0
ASSAM,2004,0,0,0,0,0
ASSAM,2004,46,92,4,256,0
ASSAM,2004,55,38,7,38,0
ASSAM,2004,53,40,0,74,0
ASSAM,2004,79,65,9,183,0
ASSAM,2004,58,68,4,63,0
ASSAM,2004,2,3,0,7,0
ASSAM,2004,50,51,3,119,0
ASSAM,2004,62,70,0,79,0
ASSAM,2004,88,228,3,55,0
ASSAM,2004,18,25,2,23,0
ASSAM,2004,32,32,0,35,0
ASSAM,2004,59,110,3,67,0
ASSAM,2004,14,11,0,8,0
ASSAM,2004,32,31,8,67,0
ASSAM,2004,33,24,2,45,0
ASSAM,2004,56,94,1,112,0
ASSAM,2004,36,43,2,23,0
ASSAM,2004,1,6,0,21,0
ASSAM,2004,91,134,6,203,0
ASSAM,2004,29,48,3,23,0
ASSAM,2004,5,0,0,7,0
ASSAM,2004,49,81,0,92,0
ASSAM,2004,87,101,5,167,0
ASSAM,2004,45,51,1,53,0
ASSAM,2004,1171,1552,74,1945,0
BIHAR,2004,34,22,11,27,0
BIHAR,2004,2,0,16,10,0
BIHAR,2004,18,27,40,33,0
BIHAR,2004,23,15,5,7,0
BIHAR,2004,44,22,25,15,0
BIHAR,2004,23,8,15,55,0
BIHAR,2004,128,40,29,161,0
BIHAR,2004,20,13,28,24,0
BIHAR,2004,63,59,12,226,0
BIHAR,2004,9,9,34,68,0
BIHAR,2004,13,5,21,37,1
BIHAR,2004,59,15,33,70,6
BIHAR,2004,19,30,36,58,0
BIHAR,2004,39,27,38,132,0
BIHAR,2004,0,1,3,0,0
BIHAR,2004,31,11,11,45,0
BIHAR,2004,6,8,6,25,0
BIHAR,2004,79,34,19,34,0
BIHAR,2004,2,3,0,1,0
BIHAR,2004,18,10,9,27,0
BIHAR,2004,32,80,4,36,0
BIHAR,2004,13,13,10,9,0
BIHAR,2004,11,11,7,8,0
BIHAR,2004,61,33,34,111,0
BIHAR,2004,29,56,45,93,0
BIHAR,2004,11,14,20,40,0
BIHAR,2004,166,42,72,206,0
BIHAR,2004,2,3,0,1,0
BIHAR,2004,43,32,68,110,3
BIHAR,2004,7,4,8,11,0
BIHAR,2004,37,12,16,23,0
BIHAR,2004,46,39,44,147,0
BIHAR,2004,2,0,1,1,0
BIHAR,2004,62,6,11,19,2
BIHAR,2004,12,14,35,36,0
BIHAR,2004,21,21,11,13,0
BIHAR,2004,28,16,44,40,21
BIHAR,2004,17,51,38,258,2
BIHAR,2004,3,4,6,16,0
BIHAR,2004,13,6,5,6,0
BIHAR,2004,70,30,21,100,0
BIHAR,2004,7,39,33,74,0
BIHAR,2004,25,7,7,18,0
BIHAR,2004,42,105,98,248,0
BIHAR,2004,1390,997,1029,2679,35
CHHATTISGARH,2004,27,6,0,14,0
CHHATTISGARH,2004,61,21,9,102,0
CHHATTISGARH,2004,3,1,1,1,0
CHHATTISGARH,2004,11,3,1,1,0
CHHATTISGARH,2004,37,1,0,16,0
CHHATTISGARH,2004,124,30,10,114,0
CHHATTISGARH,2004,2,1,0,1,0
CHHATTISGARH,2004,82,20,0,16,0
CHHATTISGARH,2004,30,5,7,75,0
CHHATTISGARH,2004,56,4,1,10,0
CHHATTISGARH,2004,22,4,5,19,0
CHHATTISGARH,2004,22,10,0,10,0
CHHATTISGARH,2004,34,6,5,32,0
CHHATTISGARH,2004,50,4,2,36,0
CHHATTISGARH,2004,35,3,6,26,0
CHHATTISGARH,2004,1,0,0,0,0
CHHATTISGARH,2004,45,13,7,30,0
CHHATTISGARH,2004,143,27,10,134,0
CHHATTISGARH,2004,61,2,5,40,0
CHHATTISGARH,2004,123,13,2,64,0
CHHATTISGARH,2004,969,174,71,741,0
GOA,2004,13,2,2,6,0
GOA,2004,24,8,0,11,0
GOA,2004,37,10,2,17,0
GUJARAT,2004,40,122,10,768,0
GUJARAT,2004,12,28,1,65,0
GUJARAT,2004,2,0,0,3,0
GUJARAT,2004,5,23,1,116,0
GUJARAT,2004,12,39,0,116,0
GUJARAT,2004,14,16,0,65,0
GUJARAT,2004,22,60,0,137,0
GUJARAT,2004,9,23,0,20,0
GUJARAT,2004,8,11,2,90,0
GUJARAT,2004,10,43,0,204,0
GUJARAT,2004,8,27,0,171,0
GUJARAT,2004,9,41,13,368,0
GUJARAT,2004,8,22,0,139,0
GUJARAT,2004,13,34,1,217,0
GUJARAT,2004,4,47,2,185,0
GUJARAT,2004,6,7,0,10,0
GUJARAT,2004,5,7,1,19,0
GUJARAT,2004,21,36,0,133,0
GUJARAT,2004,7,28,0,70,0
GUJARAT,2004,6,27,0,103,0
GUJARAT,2004,1,4,0,41,0
GUJARAT,2004,9,32,4,184,0
GUJARAT,2004,17,41,3,265,0
GUJARAT,2004,24,47,17,102,0
GUJARAT,2004,14,13,3,33,0
GUJARAT,2004,13,23,0,63,0
GUJARAT,2004,6,34,0,140,0
GUJARAT,2004,22,54,0,84,0
GUJARAT,2004,9,16,0,40,0
GUJARAT,2004,3,0,0,4,0
GUJARAT,2004,339,905,58,3955,0
HARYANA,2004,10,22,11,227,0
HARYANA,2004,28,12,28,68,0
HARYANA,2004,42,49,28,157,0
HARYANA,2004,9,9,6,38,0
HARYANA,2004,2,0,7,0,0
HARYANA,2004,36,34,21,115,0
HARYANA,2004,16,31,12,127,0
HARYANA,2004,11,7,14,104,0
HARYANA,2004,7,6,14,31,0
HARYANA,2004,18,9,9,136,0
HARYANA,2004,31,12,15,242,0
HARYANA,2004,21,5,15,120,0
HARYANA,2004,20,11,8,36,0
HARYANA,2004,6,5,4,57,0
HARYANA,2004,38,8,4,152,0
HARYANA,2004,16,21,8,48,0
HARYANA,2004,29,13,15,45,0
HARYANA,2004,17,6,9,102,0
HARYANA,2004,13,20,16,88,0
HARYANA,2004,16,12,7,133,0
HARYANA,2004,386,292,251,2026,0
HIMACHAL PRADESH,2004,10,5,0,28,0
HIMACHAL PRADESH,2004,14,20,1,11,0
HIMACHAL PRADESH,2004,0,0,0,0,0
HIMACHAL PRADESH,2004,5,7,0,23,0
HIMACHAL PRADESH,2004,15,10,2,57,0
HIMACHAL PRADESH,2004,8,3,0,4,0
HIMACHAL PRADESH,2004,13,11,1,10,0
HIMACHAL PRADESH,2004,0,0,0,1,0
HIMACHAL PRADESH,2004,15,6,1,29,0
HIMACHAL PRADESH,2004,34,14,1,24,0
HIMACHAL PRADESH,2004,9,10,1,15,0
HIMACHAL PRADESH,2004,20,8,0,28,0
HIMACHAL PRADESH,2004,10,5,1,22,0
HIMACHAL PRADESH,2004,153,99,8,252,0
JAMMU & KASHMIR,2004,17,49,0,0,0
JAMMU & KASHMIR,2004,8,10,0,0,0
JAMMU & KASHMIR,2004,15,74,1,0,0
JAMMU & KASHMIR,2004,4,10,0,2,0
JAMMU & KASHMIR,2004,6,54,0,0,0
JAMMU & KASHMIR,2004,0,0,0,0,0
JAMMU & KASHMIR,2004,0,0,0,0,0
JAMMU & KASHMIR,2004,4,20,0,1,0
JAMMU & KASHMIR,2004,12,29,0,0,0
JAMMU & KASHMIR,2004,7,30,0,0,0
JAMMU & KASHMIR,2004,19,54,5,38,0
JAMMU & KASHMIR,2004,1,1,0,0,0
JAMMU & KASHMIR,2004,10,15,0,6,0
JAMMU & KASHMIR,2004,11,37,0,0,0
JAMMU & KASHMIR,2004,20,40,0,0,0
JAMMU & KASHMIR,2004,3,4,0,1,0
JAMMU & KASHMIR,2004,11,18,0,2,0
JAMMU & KASHMIR,2004,0,39,1,1,0
JAMMU & KASHMIR,2004,1,0,0,0,0
JAMMU & KASHMIR,2004,22,27,2,7,0
JAMMU & KASHMIR,2004,7,12,0,0,0
JAMMU & KASHMIR,2004,5,9,0,4,0
JAMMU & KASHMIR,2004,24,92,0,16,0
JAMMU & KASHMIR,2004,11,8,0,4,0
JAMMU & KASHMIR,2004,218,632,9,82,0
JHARKHAND,2004,48,26,29,16,0
JHARKHAND,2004,37,9,0,8,0
JHARKHAND,2004,18,1,15,4,0
JHARKHAND,2004,37,2,16,17,0
JHARKHAND,2004,38,25,36,19,0
JHARKHAND,2004,2,1,0,0,0
JHARKHAND,2004,50,3,8,37,0
JHARKHAND,2004,32,2,14,19,2
JHARKHAND,2004,39,8,52,36,0
JHARKHAND,2004,86,6,4,56,0
JHARKHAND,2004,31,8,1,14,0
JHARKHAND,2004,71,18,31,90,0
JHARKHAND,2004,76,18,12,72,0
JHARKHAND,2004,1,1,0,0,0
JHARKHAND,2004,25,2,3,18,0
JHARKHAND,2004,6,4,7,37,0
JHARKHAND,2004,12,2,3,3,0
JHARKHAND,2004,14,1,0,12,0
JHARKHAND,2004,37,1,2,5,0
JHARKHAND,2004,14,8,24,18,34
JHARKHAND,2004,55,22,9,62,0
JHARKHAND,2004,26,5,5,19,0
JHARKHAND,2004,26,4,3,25,0
JHARKHAND,2004,16,1,1,1,0
JHARKHAND,2004,797,178,275,588,36
KARNATAKA,2004,3,14,2,54,0
KARNATAKA,2004,32,61,44,227,0
KARNATAKA,2004,29,20,31,94,0
KARNATAKA,2004,5,12,6,109,0
KARNATAKA,2004,5,12,5,44,0
KARNATAKA,2004,8,16,8,47,0
KARNATAKA,2004,8,11,2,73,0
KARNATAKA,2004,7,2,4,19,0
KARNATAKA,2004,7,7,5,59,0
KARNATAKA,2004,16,5,6,39,0
KARNATAKA,2004,12,8,1,26,0
KARNATAKA,2004,8,7,11,59,0
KARNATAKA,2004,1,6,3,10,0
KARNATAKA,2004,3,3,2,4,0
KARNATAKA,2004,1,3,2,16,0
KARNATAKA,2004,23,35,7,98,0
KARNATAKA,2004,16,8,9,72,0
KARNATAKA,2004,9,0,2,25,0
KARNATAKA,2004,2,7,7,13,0
KARNATAKA,2004,8,1,2,11,0
KARNATAKA,2004,16,16,28,43,0
KARNATAKA,2004,8,4,6,47,0
KARNATAKA,2004,15,0,19,43,0
KARNATAKA,2004,4,5,4,49,0
KARNATAKA,2004,11,4,14,53,0
KARNATAKA,2004,6,7,5,67,0
KARNATAKA,2004,0,0,0,0,0
KARNATAKA,2004,11,9,5,107,0
KARNATAKA,2004,15,0,16,33,0
KARNATAKA,2004,0,1,0,22,0
KARNATAKA,2004,2,2,3,25,0
KARNATAKA,2004,291,286,259,1588,0
KERALA,2004,12,6,0,213,0
KERALA,2004,0,0,0,3,0
KERALA,2004,7,8,1,79,0
KERALA,2004,21,5,5,110,0
KERALA,2004,15,9,0,111,0
KERALA,2004,33,2,0,193,0
KERALA,2004,29,3,1,92,0
KERALA,2004,55,12,3,337,0
KERALA,2004,28,8,1,139,0
KERALA,2004,13,5,3,147,0
KERALA,2004,30,7,5,241,0
KERALA,2004,57,6,0,516,0
KERALA,2004,36,5,1,233,0
KERALA,2004,18,18,1,138,0
KERALA,2004,0,1,0,0,0
KERALA,2004,41,10,2,244,0
KERALA,2004,18,17,0,95,0
KERALA,2004,42,17,5,268,0
KERALA,2004,25,3,3,63,0
KERALA,2004,480,142,31,3222,0
MADHYA PRADESH,2004,28,3,4,35,0
MADHYA PRADESH,2004,35,3,4,14,0
MADHYA PRADESH,2004,86,6,13,69,0
MADHYA PRADESH,2004,30,1,4,22,0
MADHYA PRADESH,2004,110,15,18,76,0
MADHYA PRADESH,2004,29,13,35,75,0
MADHYA PRADESH,2004,84,38,29,152,0
MADHYA PRADESH,2004,1,0,0,1,0
MADHYA PRADESH,2004,18,2,3,0,0
MADHYA PRADESH,2004,62,14,17,55,0
MADHYA PRADESH,2004,132,12,8,138,0
MADHYA PRADESH,2004,54,2,23,52,0
MADHYA PRADESH,2004,25,11,6,32,0
MADHYA PRADESH,2004,82,21,16,216,0
MADHYA PRADESH,2004,109,29,48,112,0
MADHYA PRADESH,2004,34,3,1,11,0
MADHYA PRADESH,2004,78,4,10,42,0
MADHYA PRADESH,2004,58,34,31,147,0
MADHYA PRADESH,2004,31,3,5,14,0
MADHYA PRADESH,2004,51,14,8,71,0
MADHYA PRADESH,2004,97,30,35,294,0
MADHYA PRADESH,2004,1,0,0,0,0
MADHYA PRADESH,2004,102,26,42,115,0
MADHYA PRADESH,2004,7,0,0,0,0
MADHYA PRADESH,2004,22,42,1,12,0
MADHYA PRADESH,2004,30,3,19,67,0
MADHYA PRADESH,2004,57,12,12,49,0
MADHYA PRADESH,2004,63,15,12,77,0
MADHYA PRADESH,2004,44,2,6,30,0
MADHYA PRADESH,2004,40,9,8,68,0
MADHYA PRADESH,2004,55,11,33,62,0
MADHYA PRADESH,2004,42,4,18,48,0
MADHYA PRADESH,2004,23,5,4,60,0
MADHYA PRADESH,2004,34,0,15,28,0
MADHYA PRADESH,2004,67,8,15,66,0
MADHYA PRADESH,2004,98,14,4,126,0
MADHYA PRADESH,2004,71,16,5,60,0
MADHYA PRADESH,2004,52,18,39,50,0
MADHYA PRADESH,2004,141,23,40,161,0
MADHYA PRADESH,2004,64,3,33,64,0
MADHYA PRADESH,2004,74,10,17,23,0
MADHYA PRADESH,2004,47,9,8,72,0
MADHYA PRADESH,2004,74,11,15,96,0
MADHYA PRADESH,2004,21,3,3,22,0
MADHYA PRADESH,2004,61,13,7,36,0
MADHYA PRADESH,2004,51,22,17,59,0
MADHYA PRADESH,2004,62,4,6,46,0
MADHYA PRADESH,2004,43,5,24,37,0
MADHYA PRADESH,2004,65,27,13,192,0
MADHYA PRADESH,2004,30,1,6,24,0
MADHYA PRADESH,2004,100,10,11,58,0
MADHYA PRADESH,2004,2875,584,751,3436,0
MAHARASHTRA,2004,41,13,0,277,0
MAHARASHTRA,2004,38,21,6,147,0
MAHARASHTRA,2004,17,18,1,54,0
MAHARASHTRA,2004,56,19,9,104,0
MAHARASHTRA,2004,12,14,5,132,0
MAHARASHTRA,2004,10,6,20,225,0
MAHARASHTRA,2004,24,16,4,246,0
MAHARASHTRA,2004,36,16,1,52,0
MAHARASHTRA,2004,39,16,18,195,0
MAHARASHTRA,2004,31,17,3,94,0
MAHARASHTRA,2004,11,3,1,96,0
MAHARASHTRA,2004,31,8,3,46,0
MAHARASHTRA,2004,30,19,2,54,0
MAHARASHTRA,2004,13,12,1,85,0
MAHARASHTRA,2004,36,12,6,323,0
MAHARASHTRA,2004,10,6,24,226,0
MAHARASHTRA,2004,15,14,29,78,0
MAHARASHTRA,2004,22,19,39,82,0
MAHARASHTRA,2004,187,113,13,248,0
MAHARASHTRA,2004,1,1,0,0,0
MAHARASHTRA,2004,41,38,9,156,0
MAHARASHTRA,2004,2,0,0,0,0
MAHARASHTRA,2004,48,22,8,83,0
MAHARASHTRA,2004,31,16,16,198,0
MAHARASHTRA,2004,20,8,1,82,0
MAHARASHTRA,2004,15,12,4,126,0
MAHARASHTRA,2004,33,18,11,371,0
MAHARASHTRA,2004,17,14,2,51,0
MAHARASHTRA,2004,26,11,1,105,0
MAHARASHTRA,2004,13,8,4,132,0
MAHARASHTRA,2004,63,51,0,174,0
MAHARASHTRA,2004,0,0,0,0,0
MAHARASHTRA,2004,31,18,10,154,0
MAHARASHTRA,2004,19,6,2,47,0
MAHARASHTRA,2004,23,5,1,44,0
MAHARASHTRA,2004,30,9,3,85,0
MAHARASHTRA,2004,22,14,7,169,0
MAHARASHTRA,2004,5,5,0,6,0
MAHARASHTRA,2004,19,7,2,60,0
MAHARASHTRA,2004,41,10,10,124,0
MAHARASHTRA,2004,57,46,7,190,0
MAHARASHTRA,2004,60,26,10,105,0
MAHARASHTRA,2004,31,25,5,70,0
MAHARASHTRA,2004,19,16,5,144,0
MAHARASHTRA,2004,62,39,11,206,0
MAHARASHTRA,2004,1388,787,314,5646,0
MANIPUR,2004,3,8,0,1,0
MANIPUR,2004,1,0,0,0,0
MANIPUR,2004,0,1,0,0,0
MANIPUR,2004,7,16,0,0,0
MANIPUR,2004,9,26,0,0,0
MANIPUR,2004,0,0,0,0,0
MANIPUR,2004,0,0,0,0,0
MANIPUR,2004,11,20,0,1,0
MANIPUR,2004,0,0,0,0,0
MANIPUR,2004,31,71,0,2,0
MEGHALAYA,2004,0,0,0,0,0
MEGHALAYA,2004,1,0,0,0,0
MEGHALAYA,2004,12,4,1,0,0
MEGHALAYA,2004,11,1,0,0,0
MEGHALAYA,2004,17,12,1,5,0
MEGHALAYA,2004,9,0,0,0,0
MEGHALAYA,2004,4,1,0,0,0
MEGHALAYA,2004,54,18,2,5,0
MIZORAM,2004,6,0,0,0,0
MIZORAM,2004,3,0,0,0,0
MIZORAM,2004,2,0,0,0,0
MIZORAM,2004,1,0,0,0,0
MIZORAM,2004,2,0,0,0,0
MIZORAM,2004,2,0,0,0,0
MIZORAM,2004,1,0,0,0,0
MIZORAM,2004,3,0,0,0,0
MIZORAM,2004,20,0,0,0,0
NAGALAND,2004,2,4,0,0,0
NAGALAND,2004,0,0,0,0,0
NAGALAND,2004,10,0,0,0,0
NAGALAND,2004,1,0,0,0,0
NAGALAND,2004,0,0,0,0,0
NAGALAND,2004,2,0,0,0,0
NAGALAND,2004,1,0,0,0,0
NAGALAND,2004,1,0,0,0,0
NAGALAND,2004,0,0,0,0,0
NAGALAND,2004,1,0,0,0,0
NAGALAND,2004,18,4,0,0,0
ODISHA,2004,27,10,13,63,0
ODISHA,2004,44,31,41,28,0
ODISHA,2004,22,14,8,90,0
ODISHA,2004,16,12,6,53,0
ODISHA,2004,31,17,8,70,0
ODISHA,2004,33,1,6,43,0
ODISHA,2004,7,4,2,19,0
ODISHA,2004,45,38,50,126,0
ODISHA,2004,13,3,1,17,0
ODISHA,2004,19,17,12,25,0
ODISHA,2004,5,7,0,8,0
ODISHA,2004,15,11,21,30,0
ODISHA,2004,19,18,14,32,0
ODISHA,2004,15,21,21,64,0
ODISHA,2004,12,7,0,4,0
ODISHA,2004,22,7,2,20,0
ODISHA,2004,26,12,2,42,0
ODISHA,2004,19,7,29,10,0
ODISHA,2004,39,14,16,15,0
ODISHA,2004,44,42,20,64,0
ODISHA,2004,40,16,1,46,0
ODISHA,2004,19,2,1,12,0
ODISHA,2004,84,25,21,125,0
ODISHA,2004,17,14,1,10,0
ODISHA,2004,16,11,0,24,0
ODISHA,2004,10,6,1,10,0
ODISHA,2004,36,24,19,17,0
ODISHA,2004,19,0,0,36,0
ODISHA,2004,10,8,1,39,0
ODISHA,2004,22,10,0,25,0
ODISHA,2004,5,1,0,7,0
ODISHA,2004,0,3,0,1,0
ODISHA,2004,2,0,0,0,0
ODISHA,2004,17,10,2,17,0
ODISHA,2004,770,423,319,1192,0
PUNJAB,2004,25,23,7,54,0
PUNJAB,2004,13,2,0,18,0
PUNJAB,2004,8,5,2,14,0
PUNJAB,2004,22,16,5,40,0
PUNJAB,2004,13,13,1,19,0
PUNJAB,2004,4,4,4,14,0
PUNJAB,2004,30,13,6,49,0
PUNJAB,2004,0,0,1,0,0
PUNJAB,2004,16,6,3,18,0
PUNJAB,2004,23,13,13,39,0
PUNJAB,2004,20,18,3,14,0
PUNJAB,2004,31,39,14,109,0
PUNJAB,2004,12,8,5,32,0
PUNJAB,2004,8,7,4,10,0
PUNJAB,2004,48,46,5,104,0
PUNJAB,2004,14,14,4,13,0
PUNJAB,2004,8,2,3,21,0
PUNJAB,2004,11,9,7,18,0
PUNJAB,2004,7,7,1,24,0
PUNJAB,2004,14,11,3,14,0
PUNJAB,2004,20,32,9,96,0
PUNJAB,2004,8,8,0,29,0
